Timestamp,Open,High,Low,Close,Volume
2023-12-06 13:00:00,44039.62,44117.96,44021.1,44117.96,45.981772
2023-12-06 13:05:00,44117.96,44167.94,44052.48,44053.87,50.151402
2023-12-06 13:10:00,44053.87,44062.27,43981.0,44024.71,50.938236
2023-12-06 13:15:00,44024.71,44051.09,43985.69,44002.49,42.606294
2023-12-06 13:20:00,44002.49,44023.08,43975.16,44004.69,46.947815
2023-12-06 13:25:00,44004.69,44100.0,44004.69,44024.63,53.290402
2023-12-06 13:30:00,44024.63,44144.74,44011.11,44090.03,50.492045
2023-12-06 13:35:00,44090.03,44118.6,44024.28,44075.15,55.973965
2023-12-06 13:40:00,44075.15,44077.91,44020.84,44052.5,50.586197
2023-12-06 13:45:00,44052.5,44105.99,44024.09,44028.31,55.752902
2023-12-06 13:50:00,44028.31,44109.99,44018.79,44089.4,52.240349
2023-12-06 13:55:00,44089.4,44150.0,44078.91,44095.05,51.054521
2023-12-06 14:00:00,44095.05,44150.69,44066.97,44068.49,48.715791
2023-12-06 14:05:00,44068.49,44111.1,44031.1,44111.09,58.698802
2023-12-06 14:10:00,44111.09,44133.46,44065.73,44113.3,43.761405
2023-12-06 14:15:00,44113.3,44238.03,44111.0,44157.73,67.629037
2023-12-06 14:20:00,44157.73,44219.79,44120.0,44181.16,48.34459
2023-12-06 14:25:00,44181.16,44279.97,44163.97,44220.73,52.71596
2023-12-06 14:30:00,44220.73,44271.44,44080.0,44259.99,48.867377
2023-12-06 14:35:00,44259.99,44259.99,43951.68,43995.54,49.69318
2023-12-06 14:40:00,43995.54,44251.98,43952.0,44208.01,46.881743
2023-12-06 14:45:00,44208.01,44228.39,44031.1,44090.71,42.158423
2023-12-06 14:50:00,44090.71,44165.77,44046.52,44055.22,43.779592
2023-12-06 14:55:00,44055.22,44097.8,44038.13,44050.02,51.159289
2023-12-06 15:00:00,44050.02,44077.92,43974.19,44015.45,55.04915
2023-12-06 15:05:00,44015.45,44052.47,43962.01,44045.25,42.66687
2023-12-06 15:10:00,44045.25,44091.5,44045.24,44071.01,48.914001
2023-12-06 15:15:00,44071.01,44098.03,43911.57,43951.21,44.441399
2023-12-06 15:20:00,43951.21,44009.18,43939.22,43951.09,42.341173
2023-12-06 15:25:00,43951.09,43971.1,43862.67,43911.66,47.780874
2023-12-06 15:30:00,43911.66,43982.0,43870.41,43873.96,46.600232
2023-12-06 15:35:00,43873.96,43925.92,43804.99,43836.73,46.573793
2023-12-06 15:40:00,43836.73,43967.99,43836.02,43836.02,49.591751
2023-12-06 15:45:00,43836.02,43919.51,43791.4,43812.0,54.964309
2023-12-06 15:50:00,43812.0,43829.5,43731.0,43782.56,50.602876
2023-12-06 15:55:00,43782.56,43838.16,43748.01,43791.1,51.046735
2023-12-06 16:00:00,43791.1,43855.47,43732.0,43855.47,51.427354
2023-12-06 16:05:00,43855.47,43864.0,43735.02,43738.74,49.141963
2023-12-06 16:10:00,43738.74,43849.86,43735.53,43759.41,42.515028
2023-12-06 16:15:00,43759.41,43884.81,43755.28,43884.8,56.282827
2023-12-06 16:20:00,43884.8,43950.22,43877.96,43950.21,48.143315
2023-12-06 16:25:00,43950.21,44006.21,43940.0,44005.77,49.125032
2023-12-06 16:30:00,44005.77,44040.0,43961.1,43961.1,55.150297
2023-12-06 16:35:00,43961.1,44039.0,43960.18,44031.01,48.658722
2023-12-06 16:40:00,44031.01,44031.01,43931.1,43995.86,49.043544
2023-12-06 16:45:00,43995.86,44005.52,43824.87,43828.02,48.083795
2023-12-06 16:50:00,43828.02,43895.43,43800.0,43844.05,50.426659
2023-12-06 16:55:00,43844.05,43875.89,43793.54,43853.25,46.694565
2023-12-06 17:00:00,43853.25,43920.34,43823.96,43877.73,55.29397
2023-12-06 17:05:00,43877.73,43944.6,43866.68,43944.59,49.785106
2023-12-06 17:10:00,43944.59,44107.98,43939.43,44084.64,51.427858
2023-12-06 17:15:00,44084.64,44098.79,44036.85,44068.46,51.148312
2023-12-06 17:20:00,44068.46,44088.0,44027.42,44049.71,46.030309
2023-12-06 17:25:00,44049.71,44060.0,44003.07,44015.8,38.805943
2023-12-06 17:30:00,44015.8,44139.88,44002.97,44098.7,48.996717
2023-12-06 17:35:00,44098.7,44098.7,44029.07,44079.7,50.661462
2023-12-06 17:40:00,44079.7,44119.74,44064.56,44112.57,45.786619
2023-12-06 17:45:00,44112.57,44125.99,44054.0,44091.09,53.74573
2023-12-06 17:50:00,44091.09,44110.15,43986.68,43993.97,46.116127
2023-12-06 17:55:00,43993.97,43993.97,43890.69,43961.12,46.849801
2023-12-06 18:00:00,43961.12,43980.93,43882.27,43898.0,52.603857
2023-12-06 18:05:00,43898.0,43931.34,43883.01,43896.77,47.588673
2023-12-06 18:10:00,43896.77,43919.98,43886.68,43888.21,43.86195
2023-12-06 18:15:00,43888.21,43954.24,43863.4,43950.0,53.357658
2023-12-06 18:20:00,43950.0,43950.0,43890.01,43926.2,47.841097
2023-12-06 18:25:00,43926.2,43926.2,43881.1,43918.05,49.988842
2023-12-06 18:30:00,43918.05,43966.82,43886.72,43936.69,48.986705
2023-12-06 18:35:00,43936.69,44000.0,43922.0,43996.43,34.989107
2023-12-06 18:40:00,43996.43,43999.99,43951.89,43970.5,45.476548
2023-12-06 18:45:00,43970.5,43987.82,43933.0,43971.94,42.695838
2023-12-06 18:50:00,43971.94,43981.99,43922.73,43953.32,43.31588
2023-12-06 18:55:00,43953.32,43953.33,43888.15,43934.28,55.166282
2023-12-06 19:00:00,43934.28,43954.0,43908.29,43917.11,35.763716
2023-12-06 19:05:00,43917.11,43954.0,43917.11,43954.0,35.180024
2023-12-06 19:10:00,43954.0,43980.1,43921.31,43976.34,53.249669
2023-12-06 19:15:00,43976.34,43999.87,43941.24,43973.45,49.414649
2023-12-06 19:20:00,43973.45,43973.46,43927.63,43963.02,42.051085
2023-12-06 19:25:00,43963.02,43974.4,43931.1,43974.38,44.781788
2023-12-06 19:30:00,43974.38,44000.0,43974.38,43994.27,42.479055
2023-12-06 19:35:00,43994.27,44008.56,43956.92,44008.55,43.253111
2023-12-06 19:40:00,44008.55,44116.49,44008.55,44082.19,58.069179
2023-12-06 19:45:00,44082.19,44120.0,44039.61,44111.1,46.303982
2023-12-06 19:50:00,44111.1,44111.1,43936.78,43967.52,58.237311
2023-12-06 19:55:00,43967.52,44003.35,43946.71,43984.72,49.037867
2023-12-06 20:00:00,43984.72,44050.0,43984.67,44048.11,51.821026
2023-12-06 20:05:00,44048.11,44060.51,44020.05,44056.84,47.013614
2023-12-06 20:10:00,44056.84,44064.19,44001.83,44064.19,40.35527
2023-12-06 20:15:00,44064.19,44069.72,44013.0,44067.5,45.200618
2023-12-06 20:20:00,44067.5,44071.0,43971.45,43987.84,47.525054
2023-12-06 20:25:00,43987.84,44017.02,43966.82,43973.67,53.165199
2023-12-06 20:30:00,43973.67,44004.59,43953.41,44004.59,28.515419
2023-12-06 20:35:00,44004.59,44054.88,43983.07,44038.48,55.66604
2023-12-06 20:40:00,44038.48,44060.0,43957.69,43969.6,48.333121
2023-12-06 20:45:00,43969.6,43969.63,43892.61,43925.28,53.418317
2023-12-06 20:50:00,43925.28,43925.28,43832.36,43846.41,66.826441
2023-12-06 20:55:00,43846.41,43885.7,43752.87,43762.0,48.793974
2023-12-06 21:00:00,43762.0,43818.08,43744.09,43764.31,48.530915
2023-12-06 21:05:00,43764.31,43859.19,43764.31,43801.11,45.589424
2023-12-06 21:10:00,43801.11,43853.03,43791.21,43807.06,43.167342
2023-12-06 21:15:00,43807.06,43815.6,43771.01,43803.92,43.72019
