Timestamp,Open,High,Low,Close,Volume
2022-06-11 00:00:00,29089.65,29122.71,29050.03,29105.79,72.579695
2022-06-11 00:05:00,29105.79,29172.62,29101.72,29172.62,26.051417
2022-06-11 00:10:00,29172.62,29199.98,29156.3,29175.27,86.890605
2022-06-11 00:15:00,29175.27,29191.58,29140.05,29191.58,32.609049
2022-06-11 00:20:00,29191.58,29228.3,29191.58,29216.09,30.431413
2022-06-11 00:25:00,29216.09,29218.77,29193.22,29193.25,23.671612
2022-06-11 00:30:00,29193.25,29216.39,29175.06,29180.45,10.824013
2022-06-11 00:35:00,29180.45,29244.69,29180.45,29244.69,49.382745
2022-06-11 00:40:00,29244.69,29244.69,29218.85,29226.15,70.174884
2022-06-11 00:45:00,29226.15,29239.9,29213.88,29226.7,46.090399
2022-06-11 00:50:00,29226.7,29237.97,29226.7,29236.21,19.708279
2022-06-11 00:55:00,29236.21,29243.21,29228.44,29242.4,23.816519
2022-06-11 01:00:00,29242.4,29259.3,29236.15,29259.3,5.916342
2022-06-11 01:05:00,29259.3,29259.3,29218.13,29228.53,15.656587
2022-06-11 01:10:00,29228.53,29228.53,29196.15,29207.01,12.074247
2022-06-11 01:15:00,29207.01,29225.12,29207.01,29215.48,2.407656
2022-06-11 01:20:00,29215.48,29228.46,29215.48,29227.63,1.224326
2022-06-11 01:25:00,29227.63,29227.63,29181.73,29220.61,49.251236
2022-06-11 01:30:00,29220.61,29246.78,29215.98,29228.7,52.17941
2022-06-11 01:35:00,29228.7,29250.26,29192.1,29240.72,50.97325
2022-06-11 01:40:00,29240.72,29264.56,29236.12,29257.51,9.449753
2022-06-11 01:45:00,29257.51,29257.51,29243.78,29243.94,3.165073
2022-06-11 01:50:00,29243.94,29243.94,29208.05,29222.67,28.302308
2022-06-11 01:55:00,29222.67,29222.67,29190.98,29206.09,36.58842
2022-06-11 02:00:00,29206.09,29226.92,29205.19,29220.04,12.506796
2022-06-11 02:05:00,29220.04,29220.04,29188.51,29214.57,23.998893
2022-06-11 02:10:00,29214.57,29220.57,29189.41,29215.47,22.53862
2022-06-11 02:15:00,29215.47,29223.68,29210.61,29222.62,49.80244
2022-06-11 02:20:00,29222.62,29225.87,29186.73,29209.92,41.198446
2022-06-11 02:25:00,29209.92,29255.48,29209.92,29249.07,26.770441
2022-06-11 02:30:00,29249.07,29249.07,29219.28,29220.14,8.190001
2022-06-11 02:35:00,29220.14,29234.59,29217.89,29223.46,20.69949
2022-06-11 02:40:00,29223.46,29253.07,29223.46,29250.04,8.922794
2022-06-11 02:45:00,29250.04,29250.04,29233.78,29233.78,1.373421
2022-06-11 02:50:00,29233.78,29297.37,29216.04,29284.68,32.671356
2022-06-11 02:55:00,29284.68,29289.82,29268.25,29269.69,25.154993
2022-06-11 03:00:00,29269.69,29288.72,29249.51,29253.11,36.203468
2022-06-11 03:05:00,29253.11,29313.22,29253.11,29302.36,23.41122
2022-06-11 03:10:00,29302.36,29309.69,29271.88,29271.88,34.292243
2022-06-11 03:15:00,29271.88,29272.49,29247.94,29252.8,13.003064
2022-06-11 03:20:00,29252.8,29252.98,29247.15,29247.15,10.606752
2022-06-11 03:25:00,29247.15,29270.89,29232.11,29265.21,51.311206
2022-06-11 03:30:00,29265.21,29275.73,29264.97,29275.73,9.800819
2022-06-11 03:35:00,29275.73,29285.01,29262.11,29262.76,26.028633
2022-06-11 03:40:00,29262.76,29273.14,29254.64,29254.64,18.692475
2022-06-11 03:45:00,29254.64,29283.83,29253.79,29274.37,11.54683
2022-06-11 03:50:00,29274.37,29280.96,29268.23,29273.72,5.268235
2022-06-11 03:55:00,29273.72,29279.33,29272.96,29272.96,7.865283
2022-06-11 04:00:00,29272.96,29290.28,29272.96,29274.77,44.721558
2022-06-11 04:05:00,29274.77,29319.97,29251.26,29319.83,21.768873
2022-06-11 04:10:00,29319.83,29319.83,29293.2,29303.45,3.649179
2022-06-11 04:15:00,29303.45,29318.41,29288.26,29315.25,23.680775
2022-06-11 04:20:00,29315.25,29342.73,29311.38,29337.42,16.009578
2022-06-11 04:25:00,29337.42,29338.38,29319.89,29319.89,5.677652
2022-06-11 04:30:00,29319.89,29325.96,29319.89,29320.14,7.803267
2022-06-11 04:35:00,29320.14,29332.44,29320.12,29327.49,18.006466
2022-06-11 04:40:00,29327.49,29346.56,29326.67,29342.7,22.800549
2022-06-11 04:45:00,29342.7,29360.67,29342.16,29356.37,4.401839
2022-06-11 04:50:00,29356.37,29368.79,29356.37,29366.75,12.159427
2022-06-11 04:55:00,29366.75,29384.04,29366.75,29382.61,31.070338
2022-06-11 05:00:00,29382.61,29404.96,29382.61,29394.57,16.377568
2022-06-11 05:05:00,29394.57,29437.71,29393.96,29430.79,20.15905
2022-06-11 05:10:00,29430.79,29432.0,29375.61,29375.61,44.246998
2022-06-11 05:15:00,29375.61,29375.61,29311.37,29319.42,30.168469
2022-06-11 05:20:00,29319.42,29339.97,29308.65,29325.36,21.758279
2022-06-11 05:25:00,29325.36,29337.84,29324.2,29331.05,6.89329
2022-06-11 05:30:00,29331.05,29339.97,29326.76,29327.96,8.585609
2022-06-11 05:35:00,29327.96,29339.72,29324.51,29324.51,3.626134
2022-06-11 05:40:00,29324.51,29332.86,29300.81,29309.71,24.55843
2022-06-11 05:45:00,29309.71,29323.35,29309.71,29319.28,1.809172
2022-06-11 05:50:00,29319.28,29325.25,29254.47,29285.21,83.556731
2022-06-11 05:55:00,29285.21,29301.06,29280.69,29291.76,10.498247
2022-06-11 06:00:00,29291.76,29301.05,29269.91,29295.14,13.956721
2022-06-11 06:05:00,29295.14,29306.69,29286.81,29287.0,8.980274
2022-06-11 06:10:00,29287.0,29301.11,29279.15,29280.22,11.466684
2022-06-11 06:15:00,29280.22,29295.15,29280.2,29291.38,15.119633
2022-06-11 06:20:00,29291.38,29291.38,29283.48,29287.9,1.047445
2022-06-11 06:25:00,29287.9,29303.81,29287.9,29303.81,4.659593
2022-06-11 06:30:00,29303.81,29306.5,29276.6,29276.6,1.487136
2022-06-11 06:35:00,29276.6,29314.75,29276.6,29311.74,37.258781
2022-06-11 06:40:00,29311.74,29314.5,29304.37,29310.28,0.578277
2022-06-11 06:45:00,29310.28,29310.32,29296.7,29307.29,7.342108
2022-06-11 06:50:00,29307.29,29311.53,29292.38,29304.71,14.210003
2022-06-11 06:55:00,29304.71,29312.42,29298.74,29312.42,12.329901
2022-06-11 07:00:00,29312.42,29338.78,29312.42,29338.78,21.476509
2022-06-11 07:05:00,29338.78,29338.78,29302.51,29309.58,13.250397
2022-06-11 07:10:00,29309.58,29309.59,29301.4,29301.4,4.328942
2022-06-11 07:15:00,29301.4,29331.58,29285.37,29320.91,76.906542
2022-06-11 07:20:00,29320.91,29349.0,29320.88,29336.13,25.375731
2022-06-11 07:25:00,29336.13,29336.13,29312.95,29319.05,8.861581
2022-06-11 07:30:00,29319.05,29335.18,29318.83,29331.44,8.181131
2022-06-11 07:35:00,29331.44,29345.08,29328.06,29345.08,12.4648
2022-06-11 07:40:00,29345.08,29357.11,29341.34,29341.99,9.421624
2022-06-11 07:45:00,29341.99,29348.06,29324.04,29327.65,15.734695
2022-06-11 07:50:00,29327.65,29330.64,29327.65,29330.64,8.34125
2022-06-11 07:55:00,29330.64,29330.67,29324.84,29326.85,1.209335
2022-06-11 08:00:00,29326.85,29345.01,29304.36,29304.36,6.240352
2022-06-11 08:05:00,29304.36,29305.01,29280.01,29280.01,5.757257
2022-06-11 08:10:00,29280.01,29280.01,29258.99,29268.17,6.009944
2022-06-11 08:15:00,29268.17,29276.85,29260.22,29262.34,9.149917
2022-06-11 08:20:00,29262.34,29292.84,29256.46,29265.14,19.287454
2022-06-11 08:25:00,29265.14,29282.23,29260.99,29260.99,11.072144
2022-06-11 08:30:00,29260.99,29270.51,29249.36,29259.36,19.415066
2022-06-11 08:35:00,29259.36,29276.29,29119.79,29195.45,196.969892
2022-06-11 08:40:00,29195.45,29214.87,29092.4,29141.65,147.877457
2022-06-11 08:45:00,29141.65,29173.99,29100.02,29140.34,121.576834
2022-06-11 08:50:00,29140.34,29168.03,29124.58,29166.59,56.299992
2022-06-11 08:55:00,29166.59,29166.59,28999.51,28999.51,131.735082
2022-06-11 09:00:00,28999.51,29030.2,28895.26,28947.68,403.719692
2022-06-11 09:05:00,28947.68,28952.92,28755.99,28932.67,231.700917
